id,gender,age,autonomous_community,neighborhood,level_of_education,employment,family_income,Palmesan,Mallorcan,Balearic,Catalan,Catalan_countries,Spanish,European,political_orientation,mother_tongue,catalan_proficiency_understand,catalan_proficiency_speak,catalan_proficiency_read,catalan_proficiency_write,spanish_proficiency_understand,spanish_proficiency_speak,spanish_proficiency_read,spanish_proficiency_write,languages_studied,statement,value,language_used_with_father,language_used_with_mother,language_used_with_sibilings,language_used_with_grandparents,language_used_with_friends,language_used_with_neighbours,language_used_with_partner,language_used_with_relatives,language_used_with_teachers,language_used_with_classmates,language_used_with_coworkers,language_used_with_immigrants,language_used_with_children,language_watch_TV,language_read,language_music,language_radio,language_movies,language_small_business,language_large_stores,language_financial_entities,language_administration,language_health_care,language_home,language_work,language_school,language_count,language_angry,language_social_networks,language_public_transportation,language_phone,language_taking_notes,language_law_enforcement,Balearic_Islands_native_language,Balearic_Islands_official_language,Balearic_Islands_should_speak,Balearic_Islands_language_public_administration,Balearic_Islands_language_health_care,Balearic_Islands_language_public_education,Balearic_Islands_language_media,Balearic_Islands_language_institutional_acts,Balearic_Islands_host_language_immigrants,Balearic_Islands_language_residents_learn,statement_language
pa003,Female,48,Balearic islands,Cas Capiscol,University studies or equivalent,Full-time employment,"Between 60,000 and 299,999 EUR",No,No,No,No,No,Yes,No,Center-Right,Spanish,Well,Well,Well,Well,Well,Well,Well,Well,2,I_like_that_people_use_Spanish,100,Spanish only (100%),Spanish only (100%),Spanish only (100%),Spanish only (100%),Catalan and Spanish (50%),Spanish only (100%),Spanish only (100%),Spanish only (100%),More Spanish than Catalan (75%),More Spanish than Catalan (75%),Catalan and Spanish (50%),Spanish only (100%),More Spanish than Catalan (75%),More Spanish than Catalan (75%),More Spanish than Catalan (75%),More Spanish than Catalan (75%),More Spanish than Catalan (75%),Spanish only (100%),Catalan and Spanish (50%),Catalan and Spanish (50%),Catalan and Spanish (50%),Catalan and Spanish (50%),Catalan and Spanish (50%),Spanish only (100%),Catalan and Spanish (50%),Spanish only (100%),Spanish only (100%),Spanish only (100%),Spanish only (100%),Catalan and Spanish (50%),Catalan and Spanish (50%),Spanish only (100%),Spanish only (100%),Both languages,Both languages,Both languages,Both languages,Both languages,Both languages,Both languages,Both languages,Both languages,Both languages,Spanish
pa003,Female,48,Balearic islands,Cas Capiscol,University studies or equivalent,Full-time employment,"Between 60,000 and 299,999 EUR",No,No,No,No,No,Yes,No,Center-Right,Spanish,Well,Well,Well,Well,Well,Well,Well,Well,2,I_like_to_use_Spanish,100,Spanish only (100%),Spanish only (100%),Spanish only (100%),Spanish only (100%),Catalan and Spanish (50%),Spanish only (100%),Spanish only (100%),Spanish only (100%),More Spanish than Catalan (75%),More Spanish than Catalan (75%),Catalan and Spanish (50%),Spanish only (100%),More Spanish than Catalan (75%),More Spanish than Catalan (75%),More Spanish than Catalan (75%),More Spanish than Catalan (75%),More Spanish than Catalan (75%),Spanish only (100%),Catalan and Spanish (50%),Catalan and Spanish (50%),Catalan and Spanish (50%),Catalan and Spanish (50%),Catalan and Spanish (50%),Spanish only (100%),Catalan and Spanish (50%),Spanish only (100%),Spanish only (100%),Spanish only (100%),Spanish only (100%),Catalan and Spanish (50%),Catalan and Spanish (50%),Spanish only (100%),Spanish only (100%),Both languages,Both languages,Both languages,Both languages,Both languages,Both languages,Both languages,Both languages,Both languages,Both languages,Spanish
pa003,Female,48,Balearic islands,Cas Capiscol,University studies or equivalent,Full-time employment,"Between 60,000 and 299,999 EUR",No,No,No,No,No,Yes,No,Center-Right,Spanish,Well,Well,Well,Well,Well,Well,Well,Well,2,Sometimes_I_feel_compelled_to_use_Spanish,5,Spanish only (100%),Spanish only (100%),Spanish only (100%),Spanish only (100%),Catalan and Spanish (50%),Spanish only (100%),Spanish only (100%),Spanish only (100%),More Spanish than Catalan (75%),More Spanish than Catalan (75%),Catalan and Spanish (50%),Spanish only (100%),More Spanish than Catalan (75%),More Spanish than Catalan (75%),More Spanish than Catalan (75%),More Spanish than Catalan (75%),More Spanish than Catalan (75%),Spanish only (100%),Catalan and Spanish (50%),Catalan and Spanish (50%),Catalan and Spanish (50%),Catalan and Spanish (50%),Catalan and Spanish (50%),Spanish only (100%),Catalan and Spanish (50%),Spanish only (100%),Spanish only (100%),Spanish only (100%),Spanish only (100%),Catalan and Spanish (50%),Catalan and Spanish (50%),Spanish only (100%),Spanish only (100%),Both languages,Both languages,Both languages,Both languages,Both languages,Both languages,Both languages,Both languages,Both languages,Both languages,Spanish
pa003,Female,48,Balearic islands,Cas Capiscol,University studies or equivalent,Full-time employment,"Between 60,000 and 299,999 EUR",No,No,No,No,No,Yes,No,Center-Right,Spanish,Well,Well,Well,Well,Well,Well,Well,Well,2,It_is_not_good_manners_to_answer_in_Spanish_to_someone_who_speaks_Catalan,100,Spanish only (100%),Spanish only (100%),Spanish only (100%),Spanish only (100%),Catalan and Spanish (50%),Spanish only (100%),Spanish only (100%),Spanish only (100%),More Spanish than Catalan (75%),More Spanish than Catalan (75%),Catalan and Spanish (50%),Spanish only (100%),More Spanish than Catalan (75%),More Spanish than Catalan (75%),More Spanish than Catalan (75%),More Spanish than Catalan (75%),More Spanish than Catalan (75%),Spanish only (100%),Catalan and Spanish (50%),Catalan and Spanish (50%),Catalan and Spanish (50%),Catalan and Spanish (50%),Catalan and Spanish (50%),Spanish only (100%),Catalan and Spanish (50%),Spanish only (100%),Spanish only (100%),Spanish only (100%),Spanish only (100%),Catalan and Spanish (50%),Catalan and Spanish (50%),Spanish only (100%),Spanish only (100%),Both languages,Both languages,Both languages,Both languages,Both languages,Both languages,Both languages,Both languages,Both languages,Both languages,Spanish
pa003,Female,48,Balearic islands,Cas Capiscol,University studies or equivalent,Full-time employment,"Between 60,000 and 299,999 EUR",No,No,No,No,No,Yes,No,Center-Right,Spanish,Well,Well,Well,Well,Well,Well,Well,Well,2,If_I_have_children_I_would_like_them_to_speak_Spanish,100,Spanish only (100%),Spanish only (100%),Spanish only (100%),Spanish only (100%),Catalan and Spanish (50%),Spanish only (100%),Spanish only (100%),Spanish only (100%),More Spanish than Catalan (75%),More Spanish than Catalan (75%),Catalan and Spanish (50%),Spanish only (100%),More Spanish than Catalan (75%),More Spanish than Catalan (75%),More Spanish than Catalan (75%),More Spanish than Catalan (75%),More Spanish than Catalan (75%),Spanish only (100%),Catalan and Spanish (50%),Catalan and Spanish (50%),Catalan and Spanish (50%),Catalan and Spanish (50%),Catalan and Spanish (50%),Spanish only (100%),Catalan and Spanish (50%),Spanish only (100%),Spanish only (100%),Spanish only (100%),Spanish only (100%),Catalan and Spanish (50%),Catalan and Spanish (50%),Spanish only (100%),Spanish only (100%),Both languages,Both languages,Both languages,Both languages,Both languages,Both languages,Both languages,Both languages,Both languages,Both languages,Spanish
pa004,Male,25,Balearic islands,El Rafal Vell,University studies or equivalent,Full-time employment,"Between 12,450 and 20,199 EUR",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Left,Catalan,Well,Well,Well,Well,Well,Well,Well,Well,2,I_like_that_people_use_Spanish,67,Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan and Spanish (50%),More Spanish than Catalan (75%),N/A,Catalan only (100%),More Catalan than Spanish (75%),Catalan and Spanish (50%),More Spanish than Catalan (75%),Spanish only (100%),N/A,More Spanish than Catalan (75%),More Spanish than Catalan (75%),Spanish only (100%),Spanish only (100%),More Spanish than Catalan (75%),Catalan and Spanish (50%),Spanish only (100%),Catalan and Spanish (50%),More Catalan than Spanish (75%),More Catalan than Spanish (75%),Catalan only (100%),More Catalan than Spanish (75%),More Catalan than Spanish (75%),Catalan only (100%),Catalan only (100%),Catalan and Spanish (50%),More Spanish than Catalan (75%),Catalan only (100%),More Catalan than Spanish (75%),N/A,Catalan,Both languages,Both languages,Catalan,Catalan,Catalan,Catalan,Catalan,Catalan,Both languages,Spanish
pa004,Male,25,Balearic islands,El Rafal Vell,University studies or equivalent,Full-time employment,"Between 12,450 and 20,199 EUR",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Left,Catalan,Well,Well,Well,Well,Well,Well,Well,Well,2,I_like_to_use_Spanish,85,Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan and Spanish (50%),More Spanish than Catalan (75%),N/A,Catalan only (100%),More Catalan than Spanish (75%),Catalan and Spanish (50%),More Spanish than Catalan (75%),Spanish only (100%),N/A,More Spanish than Catalan (75%),More Spanish than Catalan (75%),Spanish only (100%),Spanish only (100%),More Spanish than Catalan (75%),Catalan and Spanish (50%),Spanish only (100%),Catalan and Spanish (50%),More Catalan than Spanish (75%),More Catalan than Spanish (75%),Catalan only (100%),More Catalan than Spanish (75%),More Catalan than Spanish (75%),Catalan only (100%),Catalan only (100%),Catalan and Spanish (50%),More Spanish than Catalan (75%),Catalan only (100%),More Catalan than Spanish (75%),N/A,Catalan,Both languages,Both languages,Catalan,Catalan,Catalan,Catalan,Catalan,Catalan,Both languages,Spanish
pa004,Male,25,Balearic islands,El Rafal Vell,University studies or equivalent,Full-time employment,"Between 12,450 and 20,199 EUR",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Left,Catalan,Well,Well,Well,Well,Well,Well,Well,Well,2,Sometimes_I_feel_compelled_to_use_Spanish,100,Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan and Spanish (50%),More Spanish than Catalan (75%),N/A,Catalan only (100%),More Catalan than Spanish (75%),Catalan and Spanish (50%),More Spanish than Catalan (75%),Spanish only (100%),N/A,More Spanish than Catalan (75%),More Spanish than Catalan (75%),Spanish only (100%),Spanish only (100%),More Spanish than Catalan (75%),Catalan and Spanish (50%),Spanish only (100%),Catalan and Spanish (50%),More Catalan than Spanish (75%),More Catalan than Spanish (75%),Catalan only (100%),More Catalan than Spanish (75%),More Catalan than Spanish (75%),Catalan only (100%),Catalan only (100%),Catalan and Spanish (50%),More Spanish than Catalan (75%),Catalan only (100%),More Catalan than Spanish (75%),N/A,Catalan,Both languages,Both languages,Catalan,Catalan,Catalan,Catalan,Catalan,Catalan,Both languages,Spanish
pa004,Male,25,Balearic islands,El Rafal Vell,University studies or equivalent,Full-time employment,"Between 12,450 and 20,199 EUR",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Left,Catalan,Well,Well,Well,Well,Well,Well,Well,Well,2,It_is_not_good_manners_to_answer_in_Spanish_to_someone_who_speaks_Catalan,19,Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan and Spanish (50%),More Spanish than Catalan (75%),N/A,Catalan only (100%),More Catalan than Spanish (75%),Catalan and Spanish (50%),More Spanish than Catalan (75%),Spanish only (100%),N/A,More Spanish than Catalan (75%),More Spanish than Catalan (75%),Spanish only (100%),Spanish only (100%),More Spanish than Catalan (75%),Catalan and Spanish (50%),Spanish only (100%),Catalan and Spanish (50%),More Catalan than Spanish (75%),More Catalan than Spanish (75%),Catalan only (100%),More Catalan than Spanish (75%),More Catalan than Spanish (75%),Catalan only (100%),Catalan only (100%),Catalan and Spanish (50%),More Spanish than Catalan (75%),Catalan only (100%),More Catalan than Spanish (75%),N/A,Catalan,Both languages,Both languages,Catalan,Catalan,Catalan,Catalan,Catalan,Catalan,Both languages,Spanish
pa004,Male,25,Balearic islands,El Rafal Vell,University studies or equivalent,Full-time employment,"Between 12,450 and 20,199 EUR",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Left,Catalan,Well,Well,Well,Well,Well,Well,Well,Well,2,If_I_have_children_I_would_like_them_to_speak_Spanish,81,Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan and Spanish (50%),More Spanish than Catalan (75%),N/A,Catalan only (100%),More Catalan than Spanish (75%),Catalan and Spanish (50%),More Spanish than Catalan (75%),Spanish only (100%),N/A,More Spanish than Catalan (75%),More Spanish than Catalan (75%),Spanish only (100%),Spanish only (100%),More Spanish than Catalan (75%),Catalan and Spanish (50%),Spanish only (100%),Catalan and Spanish (50%),More Catalan than Spanish (75%),More Catalan than Spanish (75%),Catalan only (100%),More Catalan than Spanish (75%),More Catalan than Spanish (75%),Catalan only (100%),Catalan only (100%),Catalan and Spanish (50%),More Spanish than Catalan (75%),Catalan only (100%),More Catalan than Spanish (75%),N/A,Catalan,Both languages,Both languages,Catalan,Catalan,Catalan,Catalan,Catalan,Catalan,Both languages,Spanish
pa005,Male,27,Balearic islands,Plaça de Toros,University studies or equivalent,Full-time employment,I prefer not to say,No,Yes,No,Yes,Yes,No,Yes,Left,Catalan,Well,Well,Well,Well,Well,Well,Well,Well,3 or more,I_like_that_people_use_Spanish,50,Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan and Spanish (50%),N/A,More Catalan than Spanish (75%),Catalan only (100%),Catalan only (100%),Catalan only (100%),More Catalan than Spanish (75%),N/A,More Spanish than Catalan (75%),More Catalan than Spanish (75%),More Catalan than Spanish (75%),More Spanish than Catalan (75%),Spanish only (100%),More Catalan than Spanish (75%),More Catalan than Spanish (75%),More Catalan than Spanish (75%),Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan only (100%),More Catalan than Spanish (75%),Catalan,Catalan,Catalan,Catalan,Catalan,Catalan,Catalan,Catalan,Catalan,Catalan,Spanish
pa005,Male,27,Balearic islands,Plaça de Toros,University studies or equivalent,Full-time employment,I prefer not to say,No,Yes,No,Yes,Yes,No,Yes,Left,Catalan,Well,Well,Well,Well,Well,Well,Well,Well,3 or more,I_like_to_use_Spanish,50,Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan and Spanish (50%),N/A,More Catalan than Spanish (75%),Catalan only (100%),Catalan only (100%),Catalan only (100%),More Catalan than Spanish (75%),N/A,More Spanish than Catalan (75%),More Catalan than Spanish (75%),More Catalan than Spanish (75%),More Spanish than Catalan (75%),Spanish only (100%),More Catalan than Spanish (75%),More Catalan than Spanish (75%),More Catalan than Spanish (75%),Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan only (100%),Catalan only (100%),More Catalan than Spanish (75%),Catalan,Catalan,Catalan,Catalan,Catalan,Catalan,Catalan,Catalan,Catalan,Catalan,Spanish
